seed,topology,traffic_level,destination_pattern,mask_target,routing_pressure,ablation,baseline_hops,tested_hops,baseline_congested_hops,tested_congested_hops,baseline_mask_size,tested_mask_size,baseline_energy_proxy,tested_energy_proxy,baseline_latency_proxy,tested_latency_proxy,path_changed
37,8x8,high,clustered,18,high,space_bits_only,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
37,8x8,high,clustered,18,high,mask_only,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
37,8x8,high,clustered,18,high,both,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
37,8x8,high,clustered,18,high,null_dispatch,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
37,8x8,high,dispersed,4,low,baseline,3,3,2,2,18,18,8.04,8.04,6.5,6.5,0
37,8x8,high,dispersed,4,low,space_bits_only,3,5,2,1,18,18,8.04,9.14,6.5,6.75,1
37,8x8,high,dispersed,4,low,mask_only,3,3,2,2,18,4,8.04,5.52,6.5,6.5,0
37,8x8,high,dispersed,4,low,both,3,5,2,1,18,4,8.04,6.62,6.5,6.75,1
37,8x8,high,dispersed,4,low,null_dispatch,3,3,2,2,18,18,8.04,8.04,6.5,6.5,0
37,8x8,high,dispersed,4,high,baseline,5,5,2,2,18,18,10.04,10.04,8.5,8.5,0
37,8x8,high,dispersed,4,high,space_bits_only,5,5,2,1,18,18,10.04,9.14,8.5,6.75,1
37,8x8,high,dispersed,4,high,mask_only,5,5,2,2,18,4,10.04,7.52,8.5,8.5,0
37,8x8,high,dispersed,4,high,both,5,5,2,1,18,4,10.04,6.62,8.5,6.75,1
37,8x8,high,dispersed,4,high,null_dispatch,5,5,2,2,18,18,10.04,10.04,8.5,8.5,0
37,8x8,high,dispersed,8,low,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,8,low,space_bits_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,8,low,mask_only,5,5,1,1,18,8,9.14,7.34,6.75,6.75,0
37,8x8,high,dispersed,8,low,both,5,5,1,1,18,8,9.14,7.34,6.75,6.75,0
37,8x8,high,dispersed,8,low,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,8,high,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,8,high,space_bits_only,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
37,8x8,high,dispersed,8,high,mask_only,5,5,1,1,18,8,9.14,7.34,6.75,6.75,0
37,8x8,high,dispersed,8,high,both,5,5,1,0,18,8,9.14,6.44,6.75,5.0,1
37,8x8,high,dispersed,8,high,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,12,low,baseline,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
37,8x8,high,dispersed,12,low,space_bits_only,3,3,1,0,18,18,7.14,6.24,4.75,3.0,1
37,8x8,high,dispersed,12,low,mask_only,3,3,1,1,18,12,7.14,6.06,4.75,4.75,0
37,8x8,high,dispersed,12,low,both,3,3,1,0,18,12,7.14,5.16,4.75,3.0,1
37,8x8,high,dispersed,12,low,null_dispatch,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
37,8x8,high,dispersed,12,high,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,12,high,space_bits_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,12,high,mask_only,5,5,1,1,18,12,9.14,8.06,6.75,6.75,0
37,8x8,high,dispersed,12,high,both,5,5,1,1,18,12,9.14,8.06,6.75,6.75,0
37,8x8,high,dispersed,12,high,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
37,8x8,high,dispersed,18,low,baseline,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
37,8x8,high,dispersed,18,low,space_bits_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
37,8x8,high,dispersed,18,low,mask_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
37,8x8,high,dispersed,18,low,both,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
37,8x8,high,dispersed,18,low,null_dispatch,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
37,8x8,high,dispersed,18,high,baseline,7,7,2,2,18,18,12.04,12.04,10.5,10.5,0
37,8x8,high,dispersed,18,high,space_bits_only,7,7,2,0,18,18,12.04,10.24,10.5,7.0,1
37,8x8,high,dispersed,18,high,mask_only,7,7,2,2,18,18,12.04,12.04,10.5,10.5,0
37,8x8,high,dispersed,18,high,both,7,7,2,0,18,18,12.04,10.24,10.5,7.0,1
37,8x8,high,dispersed,18,high,null_dispatch,7,7,2,2,18,18,12.04,12.04,10.5,10.5,0
41,8x8,low,clustered,4,low,baseline,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,clustered,4,low,space_bits_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,clustered,4,low,mask_only,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,low,clustered,4,low,both,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,low,clustered,4,low,null_dispatch,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,clustered,4,high,baseline,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,low,clustered,4,high,space_bits_only,6,6,1,0,18,18,10.14,9.24,7.75,6.0,1
41,8x8,low,clustered,4,high,mask_only,6,6,1,1,18,4,10.14,7.62,7.75,7.75,0
41,8x8,low,clustered,4,high,both,6,6,1,0,18,4,10.14,6.72,7.75,6.0,1
41,8x8,low,clustered,4,high,null_dispatch,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,low,clustered,8,low,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,8,low,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,8,low,mask_only,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,low,clustered,8,low,both,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,low,clustered,8,low,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,8,high,baseline,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,low,clustered,8,high,space_bits_only,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,low,clustered,8,high,mask_only,6,6,0,0,18,8,9.24,7.44,6.0,6.0,0
41,8x8,low,clustered,8,high,both,6,6,0,0,18,8,9.24,7.44,6.0,6.0,0
41,8x8,low,clustered,8,high,null_dispatch,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,low,clustered,12,low,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,low,clustered,12,low,space_bits_only,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
41,8x8,low,clustered,12,low,mask_only,5,5,1,1,18,12,9.14,8.06,6.75,6.75,0
41,8x8,low,clustered,12,low,both,5,5,1,0,18,12,9.14,7.16,6.75,5.0,1
41,8x8,low,clustered,12,low,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,low,clustered,12,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,12,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,12,high,mask_only,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,low,clustered,12,high,both,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,low,clustered,12,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,low,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,low,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,low,mask_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,low,both,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,low,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,clustered,18,high,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,low,clustered,18,high,space_bits_only,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
41,8x8,low,clustered,18,high,mask_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,low,clustered,18,high,both,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
41,8x8,low,clustered,18,high,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,low,dispersed,4,low,baseline,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,dispersed,4,low,space_bits_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,dispersed,4,low,mask_only,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,low,dispersed,4,low,both,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,low,dispersed,4,low,null_dispatch,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,low,dispersed,4,high,baseline,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,4,high,space_bits_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,4,high,mask_only,3,3,0,0,18,4,6.24,3.72,3.0,3.0,0
41,8x8,low,dispersed,4,high,both,3,3,0,0,18,4,6.24,3.72,3.0,3.0,0
41,8x8,low,dispersed,4,high,null_dispatch,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,low,baseline,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,low,space_bits_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,low,mask_only,3,3,0,0,18,8,6.24,4.44,3.0,3.0,0
41,8x8,low,dispersed,8,low,both,3,3,0,0,18,8,6.24,4.44,3.0,3.0,0
41,8x8,low,dispersed,8,low,null_dispatch,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,high,baseline,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,high,space_bits_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,8,high,mask_only,3,3,0,0,18,8,6.24,4.44,3.0,3.0,0
41,8x8,low,dispersed,8,high,both,3,3,0,0,18,8,6.24,4.44,3.0,3.0,0
41,8x8,low,dispersed,8,high,null_dispatch,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,low,dispersed,12,low,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,12,low,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,12,low,mask_only,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,low,dispersed,12,low,both,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,low,dispersed,12,low,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,12,high,baseline,5,5,2,2,18,18,10.04,10.04,8.5,8.5,0
41,8x8,low,dispersed,12,high,space_bits_only,5,5,2,0,18,18,10.04,8.24,8.5,5.0,1
41,8x8,low,dispersed,12,high,mask_only,5,5,2,2,18,12,10.04,8.96,8.5,8.5,0
41,8x8,low,dispersed,12,high,both,5,5,2,0,18,12,10.04,7.16,8.5,5.0,1
41,8x8,low,dispersed,12,high,null_dispatch,5,5,2,2,18,18,10.04,10.04,8.5,8.5,0
41,8x8,low,dispersed,18,low,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,low,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,low,mask_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,low,both,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,low,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,high,mask_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,high,both,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,low,dispersed,18,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,clustered,4,low,baseline,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,medium,clustered,4,low,space_bits_only,3,3,1,0,18,18,7.14,6.24,4.75,3.0,1
41,8x8,medium,clustered,4,low,mask_only,3,3,1,1,18,4,7.14,4.62,4.75,4.75,0
41,8x8,medium,clustered,4,low,both,3,3,1,0,18,4,7.14,3.72,4.75,3.0,1
41,8x8,medium,clustered,4,low,null_dispatch,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,medium,clustered,4,high,baseline,3,3,2,2,18,18,8.04,8.04,6.5,6.5,0
41,8x8,medium,clustered,4,high,space_bits_only,3,3,2,1,18,18,8.04,7.14,6.5,4.75,1
41,8x8,medium,clustered,4,high,mask_only,3,3,2,2,18,4,8.04,5.52,6.5,6.5,0
41,8x8,medium,clustered,4,high,both,3,3,2,1,18,4,8.04,4.62,6.5,4.75,1
41,8x8,medium,clustered,4,high,null_dispatch,3,3,2,2,18,18,8.04,8.04,6.5,6.5,0
41,8x8,medium,clustered,8,low,baseline,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
41,8x8,medium,clustered,8,low,space_bits_only,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
41,8x8,medium,clustered,8,low,mask_only,2,2,0,0,18,8,5.24,3.44,2.0,2.0,0
41,8x8,medium,clustered,8,low,both,2,2,0,0,18,8,5.24,3.44,2.0,2.0,0
41,8x8,medium,clustered,8,low,null_dispatch,2,2,0,0,18,18,5.24,5.24,2.0,2.0,0
41,8x8,medium,clustered,8,high,baseline,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,medium,clustered,8,high,space_bits_only,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,medium,clustered,8,high,mask_only,4,4,1,1,18,8,8.14,6.34,5.75,5.75,0
41,8x8,medium,clustered,8,high,both,4,4,1,1,18,8,8.14,6.34,5.75,5.75,0
41,8x8,medium,clustered,8,high,null_dispatch,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,medium,clustered,12,low,baseline,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,medium,clustered,12,low,space_bits_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,medium,clustered,12,low,mask_only,5,5,0,0,18,12,8.24,7.16,5.0,5.0,0
41,8x8,medium,clustered,12,low,both,5,5,0,0,18,12,8.24,7.16,5.0,5.0,0
41,8x8,medium,clustered,12,low,null_dispatch,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,medium,clustered,12,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,clustered,12,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,clustered,12,high,mask_only,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,medium,clustered,12,high,both,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,medium,clustered,12,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,clustered,18,low,baseline,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,medium,clustered,18,low,space_bits_only,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,medium,clustered,18,low,mask_only,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,medium,clustered,18,low,both,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,medium,clustered,18,low,null_dispatch,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,medium,clustered,18,high,baseline,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,clustered,18,high,space_bits_only,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,clustered,18,high,mask_only,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,clustered,18,high,both,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,clustered,18,high,null_dispatch,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,dispersed,4,low,baseline,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,medium,dispersed,4,low,space_bits_only,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,medium,dispersed,4,low,mask_only,3,3,1,1,18,4,7.14,4.62,4.75,4.75,0
41,8x8,medium,dispersed,4,low,both,3,3,1,1,18,4,7.14,4.62,4.75,4.75,0
41,8x8,medium,dispersed,4,low,null_dispatch,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,medium,dispersed,4,high,baseline,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,dispersed,4,high,space_bits_only,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,dispersed,4,high,mask_only,6,6,0,0,18,4,9.24,6.72,6.0,6.0,0
41,8x8,medium,dispersed,4,high,both,6,6,0,0,18,4,9.24,6.72,6.0,6.0,0
41,8x8,medium,dispersed,4,high,null_dispatch,6,6,0,0,18,18,9.24,9.24,6.0,6.0,0
41,8x8,medium,dispersed,8,low,baseline,7,7,1,1,18,18,11.14,11.14,8.75,8.75,0
41,8x8,medium,dispersed,8,low,space_bits_only,7,7,1,0,18,18,11.14,10.24,8.75,7.0,1
41,8x8,medium,dispersed,8,low,mask_only,7,7,1,1,18,8,11.14,9.34,8.75,8.75,0
41,8x8,medium,dispersed,8,low,both,7,7,1,0,18,8,11.14,8.44,8.75,7.0,1
41,8x8,medium,dispersed,8,low,null_dispatch,7,7,1,1,18,18,11.14,11.14,8.75,8.75,0
41,8x8,medium,dispersed,8,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,8,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,8,high,mask_only,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,medium,dispersed,8,high,both,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,medium,dispersed,8,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,12,low,baseline,7,7,2,2,18,18,12.04,12.04,10.5,10.5,0
41,8x8,medium,dispersed,12,low,space_bits_only,7,7,2,1,18,18,12.04,11.14,10.5,8.75,1
41,8x8,medium,dispersed,12,low,mask_only,7,7,2,2,18,12,12.04,10.96,10.5,10.5,0
41,8x8,medium,dispersed,12,low,both,7,7,2,1,18,12,12.04,10.06,10.5,8.75,1
41,8x8,medium,dispersed,12,low,null_dispatch,7,7,2,2,18,18,12.04,12.04,10.5,10.5,0
41,8x8,medium,dispersed,12,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,12,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,12,high,mask_only,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,medium,dispersed,12,high,both,4,4,0,0,18,12,7.24,6.16,4.0,4.0,0
41,8x8,medium,dispersed,12,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,medium,dispersed,18,low,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,low,space_bits_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,low,mask_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,low,both,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,low,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,high,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,high,space_bits_only,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
41,8x8,medium,dispersed,18,high,mask_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,medium,dispersed,18,high,both,5,5,1,0,18,18,9.14,8.24,6.75,5.0,1
41,8x8,medium,dispersed,18,high,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,high,clustered,4,low,baseline,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,high,clustered,4,low,space_bits_only,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,high,clustered,4,low,mask_only,3,3,0,0,18,4,6.24,3.72,3.0,3.0,0
41,8x8,high,clustered,4,low,both,3,3,0,0,18,4,6.24,3.72,3.0,3.0,0
41,8x8,high,clustered,4,low,null_dispatch,3,3,0,0,18,18,6.24,6.24,3.0,3.0,0
41,8x8,high,clustered,4,high,baseline,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,4,high,space_bits_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,4,high,mask_only,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,high,clustered,4,high,both,5,5,0,0,18,4,8.24,5.72,5.0,5.0,0
41,8x8,high,clustered,4,high,null_dispatch,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,8,low,baseline,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,high,clustered,8,low,space_bits_only,3,3,1,0,18,18,7.14,6.24,4.75,3.0,1
41,8x8,high,clustered,8,low,mask_only,3,3,1,1,18,8,7.14,5.34,4.75,4.75,0
41,8x8,high,clustered,8,low,both,3,3,1,0,18,8,7.14,4.44,4.75,3.0,1
41,8x8,high,clustered,8,low,null_dispatch,3,3,1,1,18,18,7.14,7.14,4.75,4.75,0
41,8x8,high,clustered,8,high,baseline,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,high,clustered,8,high,space_bits_only,4,4,2,0,18,18,9.04,7.24,7.5,4.0,1
41,8x8,high,clustered,8,high,mask_only,4,4,2,2,18,8,9.04,7.24,7.5,7.5,0
41,8x8,high,clustered,8,high,both,4,4,2,0,18,8,9.04,5.44,7.5,4.0,1
41,8x8,high,clustered,8,high,null_dispatch,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,high,clustered,12,low,baseline,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,high,clustered,12,low,space_bits_only,4,4,2,1,18,18,9.04,8.14,7.5,5.75,1
41,8x8,high,clustered,12,low,mask_only,4,4,2,2,18,12,9.04,7.96,7.5,7.5,0
41,8x8,high,clustered,12,low,both,4,4,2,1,18,12,9.04,7.06,7.5,5.75,1
41,8x8,high,clustered,12,low,null_dispatch,4,4,2,2,18,18,9.04,9.04,7.5,7.5,0
41,8x8,high,clustered,12,high,baseline,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,high,clustered,12,high,space_bits_only,4,4,1,0,18,18,8.14,7.24,5.75,4.0,1
41,8x8,high,clustered,12,high,mask_only,4,4,1,1,18,12,8.14,7.06,5.75,5.75,0
41,8x8,high,clustered,12,high,both,4,4,1,0,18,12,8.14,6.16,5.75,4.0,1
41,8x8,high,clustered,12,high,null_dispatch,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,high,clustered,18,low,baseline,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,18,low,space_bits_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,18,low,mask_only,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,18,low,both,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,18,low,null_dispatch,5,5,0,0,18,18,8.24,8.24,5.0,5.0,0
41,8x8,high,clustered,18,high,baseline,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,high,clustered,18,high,space_bits_only,6,6,1,0,18,18,10.14,9.24,7.75,6.0,1
41,8x8,high,clustered,18,high,mask_only,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,high,clustered,18,high,both,6,6,1,0,18,18,10.14,9.24,7.75,6.0,1
41,8x8,high,clustered,18,high,null_dispatch,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,high,dispersed,4,low,baseline,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,high,dispersed,4,low,space_bits_only,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,high,dispersed,4,low,mask_only,5,5,1,1,18,4,9.14,6.62,6.75,6.75,0
41,8x8,high,dispersed,4,low,both,5,5,1,1,18,4,9.14,6.62,6.75,6.75,0
41,8x8,high,dispersed,4,low,null_dispatch,5,5,1,1,18,18,9.14,9.14,6.75,6.75,0
41,8x8,high,dispersed,4,high,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,4,high,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,4,high,mask_only,4,4,0,0,18,4,7.24,4.72,4.0,4.0,0
41,8x8,high,dispersed,4,high,both,4,4,0,0,18,4,7.24,4.72,4.0,4.0,0
41,8x8,high,dispersed,4,high,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,8,low,baseline,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,8,low,space_bits_only,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,8,low,mask_only,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,high,dispersed,8,low,both,4,4,0,0,18,8,7.24,5.44,4.0,4.0,0
41,8x8,high,dispersed,8,low,null_dispatch,4,4,0,0,18,18,7.24,7.24,4.0,4.0,0
41,8x8,high,dispersed,8,high,baseline,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,high,dispersed,8,high,space_bits_only,6,6,1,0,18,18,10.14,9.24,7.75,6.0,1
41,8x8,high,dispersed,8,high,mask_only,6,6,1,1,18,8,10.14,8.34,7.75,7.75,0
41,8x8,high,dispersed,8,high,both,6,6,1,0,18,8,10.14,7.44,7.75,6.0,1
41,8x8,high,dispersed,8,high,null_dispatch,6,6,1,1,18,18,10.14,10.14,7.75,7.75,0
41,8x8,high,dispersed,12,low,baseline,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,high,dispersed,12,low,space_bits_only,4,4,1,1,18,18,8.14,8.14,5.75,5.75,0
41,8x8,high,dispersed,12,low,mask_only,4,4,1,1,18,12,8.14,7.06,5.75,5.75,0
